Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO [g/km],Emissions HC [g/km],Emissions NOx [g/km],Emissions HC+NOx [g/km],Emissions Particulates [g/km]
TOYOTA,"Avensis, Model Year 2010",TR Tourer 2.0 V-matic MultiDrive S,CVT,1998,Petrol,9.2,5.8,7,30.7,48.7,40.4,165,1795.89504950495,4,72,0.19,0.04,0.01,,
TOYOTA,"Avensis, Model Year 2010",T4 2.0 D-4-D Tourer 6 speed Manual,M6,1998,Diesel,6.6,4.3,5.2,42.8,65.7,54.3,136,1396.45082872928,4,72,0.23,,0.14,0.16,0.014
TOYOTA,"Avensis, Model Year 2010",Tourer 2.0 D-4D 6 speed Manual,M6,1998,Diesel,6.6,4.3,5.2,42.8,65.7,54.3,136,1396.45082872928,4,72,0.23,,0.14,0.16,0.014
TOYOTA,"RAV4, Model Year 2009",XT-R 2.0 V-Matic 6-speed Manual,M6,1987,Petrol,9.4,6.2,7.4,30.1,45.6,38.2,174,1899.32356020942,4,71.9,0.32,0.02,0.01,,
TOYOTA,"RAV4, Model Year 2009",XT-R 2.2 D-4D 150 6-speed Manual,M6,2231,Diesel,7.2,5,5.8,39.2,56.5,48.7,154,1557.02833675565,4,70.1,0.18,,0.21,0.22,0.017
TOYOTA,"RAV4, Model Year 2010",XT-R 2.0 V-Matic 6-speed MultiDrive S,MultiDrive,1987,Petrol,9.5,6.4,7.5,29.7,44.1,37.7,177,1924.51352785146,4,69.8,0.28,0.04,0.01,,
TOYOTA,"RAV4, Model Year 2010",XT- 2.0 V-Matic 6-speed MultiDrive S,MultiDrive,1987,Petrol,9.5,6.4,7.5,29.7,44.1,37.7,177,1924.51352785146,4,69.8,0.28,0.04,0.01,,
TOYOTA,Land Cruiser,V8 4.5 D-4D 6-speed Auto,A6,4461,Diesel,12,9.1,10.2,23.5,31,27.7,270,2737.44693140794,4,71,0.08,,0.33,0.34,0.03
TOYOTA,Hiace,Glass Van,M5,2494,Diesel,10.7,7.1,8.4,26.4,39.8,33.6,221,2256.76428571429,4,72.8,0.08,,0.31,0.32,0.04
VAUXHALL,"Agila, Model Year 2010",1.0i 12v,M5,996,Petrol,5.9,4.4,5,47,64.2,56.5,119,1284.14442477876,4,70,0.442,0.037,0.004,,
VAUXHALL,"Agila, Model Year 2010",1.2i 16v,M5,1242,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,129,1411.55953307393,4,70,0.498,0.041,0.006,,
VAUXHALL,"Agila, Model Year 2010",1.2i 16v,A4,1242,Petrol,7.8,4.9,5.9,36.2,57.6,47.9,142,1514.7006263048,4,68,0.282,0.038,0.007,,
VAUXHALL,"Agila, Model Year 2010",1.3CDTi 16v,M5,1248,Diesel,5.5,4,4.5,51.4,70.6,62.8,120,1207.44076433121,4,71,0.231,,0.195,0.215,0.021
VAUXHALL,"Agila, Model Year 2010 ½",1.0i 12v,M5,996,Petrol,5.9,4.4,5,47.9,64.2,56.5,119,1284.14442477876,4,70,0.442,0.037,0.004,,
VAUXHALL,"Agila, Model Year 2010 ½",1.2i 16v,A4,1242,Petrol,7.8,4.9,5.9,36.2,57.6,47.9,142,1514.7006263048,4,68,0.282,0.038,0.007,,
VAUXHALL,"Agila, Model Year 2010 ½",1.2i 16v,M5,1242,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,129,1411.55953307393,4,70,0.498,0.041,0.006,,
VAUXHALL,"Agila, Model Year 2010 ½",1.3CDTi 16v,M5,1248,Diesel,5.5,4,4.5,51.4,70.6,62.8,120,1207.44076433121,4,71,0.231,,0.195,0.215,0.021
VAUXHALL,"Antara, Model Year 2010",2.0CDTi 150PS,M5,1991,Diesel,8.9,6.6,7.5,31.7,42.8,37.7,198,2011.33368700265,4,72,0.1,,0.26,0.29,0.004
VAUXHALL,"Antara, Model Year 2010",2.0CDTi 150PS,A5,1991,Diesel,10.9,7.3,8.6,25.9,38.7,32.8,225,2311.80731707317,4,73,0.05,,0.22,0.25,0.002
VAUXHALL,"Astra TwinTop, Model Year 2010",1.6i 16v VVT,M5,1598,Petrol,9,5.5,6.8,31.4,51.4,41.5,163,1748.29301204819,4,72,0.647,0.083,0.03,,
VAUXHALL,"Astra TwinTop, Model Year 2010",1.8i 16v VVT Sport,M5,1796,Petrol,10,5.9,7.4,28.2,47.9,38.2,177,1899.32356020942,4,73,0.355,0.065,0.057,,
VAUXHALL,"Astra TwinTop, Model Year 2010",1.8i 16v VVT Sport,A4,1796,Petrol,10.7,6.4,8,26.4,44.1,35.3,191,2055.35864022663,4,71,0.367,0.053,0.04,,
VAUXHALL,"Astra TwinTop, Model Year 2010",1.9CDTi 16v 150PS,M6,1910,Diesel,7.6,5.1,6,37.2,55.4,47.1,159,1609.92101910828,4,74,0.021,,0.17,0.184,0.001
VAUXHALL,"Combo, Model Year 2010",1.3CDTi 16v,M5,1248,Diesel,6.1,4.5,5.1,46.3,62.8,55.4,134,1368.72346570397,4,71,0.347,,0.199,0.228,0.001
VAUXHALL,"Combo, Model Year 2010",1.3CDTi 16v,MTA5,1248,Diesel,5.9,4.5,5,47.9,62.8,56.5,135,1342.07575221239,4,74,0.16,,0.237,0.248,0.001
VAUXHALL,"Combo, Model Year 2010",1.7CDTi 16v,M5,1686,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,140,1396.45082872928,4,73,0.261,,0.218,0.244,0.017
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",Ecoflex (98G) 1.3CDTI (95PS) ,M5,1248,Diesel,4.6,3.2,3.7,61.4086956521739,88.275,76.3459459459459,98,993.20637213254,4,71,0.111,,0.195,0.219,0.001
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2011",Ecoflex (99G) 1.3CDTI (95PS) ,M5,1248,Diesel,4.6,3.2,3.7,61.4086956521739,88.275,76.3459459459459,99,993.20637213254,4,71,0.111,,0.195,0.219,0.001
VAUXHALL,"Meriva, Model Year 2010",1.4i 16v,M5,1364,Petrol,8.1,5.1,6.2,34.9,55.4,45.6,148,1591.1,4,72,0.278,0.041,0.018,,
VAUXHALL,"Meriva, Model Year 2010",1.6i 16v,M5,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,159,1719.29289099526,4,71,0.31,0.036,0.033,,
VAUXHALL,"Meriva, Model Year 2010",1.6i 16v Turbo 180PS,M6,1598,Petrol,10.4,6.3,7.8,27.2,44.8,36.2,187,2004.25856353591,4,74,0.488,0.064,0.022,,
VAUXHALL,"Meriva, Model Year 2010",1.6i 16v,MTA5,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,159,1719.29289099526,4,69,0.533,0.075,0.034,,
VAUXHALL,"Meriva, Model Year 2010",1.8i 16v,M5,1796,Petrol,10.3,5.6,7.3,27.4,50.4,38.7,174,1874.78449612403,4,72,0.295,0.015,0.024,,
VAUXHALL,"Meriva, Model Year 2010",1.8i 16v,MTA5,1796,Petrol,10.1,5.7,7.3,28,49.6,38.7,174,1874.78449612403,4,72,0.474,0.017,0.016,,
VAUXHALL,"Meriva, Model Year 2010",1.3CDTi 16v,M5,1248,Diesel,6.2,4.3,5,45.6,65.7,56.5,134,1342.07575221239,4,71,0.138,,0.177,0.195,0.001
VAUXHALL,"Meriva, Model Year 2010",1.7CDTi 16v Design,M5,1686,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,139,1396.45082872928,4,73,0.112,,0.183,0.198,0.02
VAUXHALL,"Zafira, Model Year 2010",1.6i VVT 16v,M5,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,159,1719.29289099526,4,72,0.634,0.071,0.037,,
VAUXHALL,"Zafira, Model Year 2010",1.8i 16v VVT,M5,1796,Petrol,9.9,6,7.4,28.5,47.1,38.2,177,1899.32356020942,4,73,0.355,0.065,0.057,,
VAUXHALL,"Zafira, Model Year 2010",1.8i 16v VVT,MTA5,1796,Petrol,9.7,5.8,7.2,29.1,48.7,39.2,172,1850.87142857143,4,74,0.567,0.086,0.039,,
VAUXHALL,"Zafira, Model Year 2010",2.0i 16v Turbo 240PS VXR,M6,1998,Petrol,13.4,7.4,9.6,21.1,38.2,29.4,230,2467.82857142857,4,75,0.858,0.08,0.023,,
VAUXHALL,"Zafira, Model Year 2010",2.2i 16v Direct,M5,2198,Petrol,11.3,6.4,8.2,25,44.1,34.4,197,2109.13255813953,4,74,0.594,0.065,0.022,,
VAUXHALL,"Zafira, Model Year 2010",2.2i 16v Direct,A4,2198,Petrol,11.6,6.7,8.5,24.4,42.2,33.2,204,2185.36626506024,4,74,0.619,0.063,0.014,,
VAUXHALL,"Zafira, Model Year 2010",1.7CDTi 16v 110PS ecoFLEX,M6,1686,Diesel,6.5,4.6,5.3,43.5,61.4,53.3,139,1422.65065666041,4,71,0.271,,0.173,0.193,0.002
VAUXHALL,"Zafira, Model Year 2010",1.9CDTi 120PS,A6,1910,Diesel,9.6,5.5,7,29.4,51.4,40.4,186,1876.91287128713,4,74,0.045,,0.228,0.234,0.001
VAUXHALL,"Zafira, Model Year 2010",1.9CDTi 120PS,M6,1910,Diesel,7.6,5.1,6,37.2,55.4,47.1,159,1609.92101910828,4,74,0.21,,0.198,0.224,0.001
VAUXHALL,"Zafira, Model Year 2010",1.9CDTi 150PS,A6,1910,Diesel,9.8,5.7,7.2,28.8,49.6,39.2,191,1934.3693877551,4,75,0.016,,0.217,0.225,0.001
VAUXHALL,"Zafira, Model Year 2010",1.9CDTi 150PS,M6,1910,Diesel,7.6,5.1,6,37.2,55.4,47.1,159,1609.92101910828,4,74,0.179,,0.199,0.221,0.001
VOLKSWAGEN C.V.,Crafter,2.5 TDI 88PS ( Axle Ratio 4.364 ) ,M6,2461,Diesel,13.4,7.9,9.9,21.1,35.8,28.5,261,2660.60631578947,4,75,0.284,,0.353,0.417,0.011
VOLKSWAGEN C.V.,Crafter,2.5 TDI 88PS ( Axle Ratio 4.727 ) ,M6,2461,Diesel,15.1,8.8,11.1,18.7,32.1,25.4,233,2985.32598425197,4,75,0.383,,0.347,0.424,0.012
VOLKSWAGEN C.V.,Crafter,2.5 TDI 108PS ( Axle Ratio 4.182 ),M6,2461,Diesel,13.3,8,9.9,21.2,35.3,28.5,261,2660.60631578947,4,75,0.475,,0.336,0.423,0.004
VOLKSWAGEN C.V.,Crafter,2.5 TDI 108PS Shiftmatic ( Axle Ratio 4.182 ),A6,2461,Diesel,11,8.7,9.5,25.7,32.5,29.7,250,2553.10707070707,4,73,0.585,,0.285,0.431,0.002
VOLKSWAGEN C.V.,Crafter,2.5 TDI 108PS ( Axle Ratio 4.364 ),M6,2461,Diesel,13.9,8.1,10.2,20.3,34.9,27.7,269,2737.44693140794,4,75,0.404,,0.335,0.408,0.002
VOLKSWAGEN C.V.,Crafter,2.5 TDI 108PS Shiftmatic ( Axle Ratio 4.364 ),A6,2461,Diesel,11.4,8.7,9.7,24.8,32.5,29.1,230,2605.74845360825,4,73,0.594,,0.275,0.439,0.003
VOLKSWAGEN C.V.,Crafter,2.5 TDI 108PS ( Axle Ratio 4.727 ),M6,2461,Diesel,14.5,8.5,10.6,19.5,33.2,26.6,280,2850.64962406015,4,75,0.152,,0.337,0.37,0.005
VOLKSWAGEN C.V.,Crafter,2.5 TDI 108PS Shiftmatic ( Axle Ratio 4.727 ),A6,2461,Diesel,11.6,8.9,9.9,24.4,31.7,28.5,261,2660.60631578947,4,73,0.419,,0.304,0.402,0.009
VOLKSWAGEN C.V.,Crafter,2.5 TDI 136PS ( Axle Ratio 4.182 ),M6,2461,Diesel,14,7.9,10.1,20.2,35.8,28,267,2708.11714285714,4,74,0.32,,0.32,0.378,0.002
VOLKSWAGEN C.V.,Crafter,2.5 TDI 136PS Shiftmatic ( Axle Ratio 4.182 ),A6,2461,Diesel,11.4,8.7,9.7,24.8,32.5,29.1,255,2605.74845360825,4,74,0.584,,0.327,0.456,0.003
VOLKSWAGEN C.V.,Crafter,2.5 TDI 136PS ( Axle Ratio 4.364 ),M6,2461,Diesel,14.3,8.2,10.4,19.8,34.4,27.2,274,2787.76764705882,4,74,0.36,,0.358,0.423,0.011
VOLKSWAGEN C.V.,Crafter,2.5 TDI 136PS Shiftmatic ( Axle Ratio 4.364 ),A6,2461,Diesel,11.7,8.8,9.9,24.1,32.1,28.5,261,2660.60631578947,4,74,0.431,,0.367,0.456,0.004
VOLKSWAGEN C.V.,Crafter,2.5 TDI 136PS ( Axle Ratio 4.727 ),M6,2461,Diesel,15,8.6,10.9,18.8,32.8,25.9,288,2927.69420849421,4,74,0.238,,0.354,0.392,0.004
VOLKSWAGEN C.V.,Crafter,2.5 TDI 136PS Shiftmatic ( Axle Ratio 4.727 ),A6,2461,Diesel,11.9,9,10.1,23.7,31.4,28,266,2708.11714285714,4,74,0.533,,0.327,0.43,0.024
VOLKSWAGEN C.V.,Crafter,2.5 TDI 163PS ( Axle Ratio 3.692 ),M6,2461,Diesel,13,8,9.8,21.7,35.3,28.8,258,2632.89166666667,4,75,0.408,,0.358,0.448,0.004
VOLKSWAGEN C.V.,Crafter,2.5 TDI 163PS ( Axle Ratio 3.923 ) ,M6,2461,Diesel,13.5,8,10,20.9,35.3,28.2,264,2688.91063829787,4,75,0.329,,0.329,0.421,0.002
